,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
1144,B00134D6RQ,"[1, 1]",3,"I enjoyed this short novella, the characters were not well developed but the storyline was good.This was only the story by Jacqueline Diamond not all three books. Rick and Rebecca are best friends, Becca is getting married and Rick is her ""Man of Honor"" she has alway done the right thing and picked a safe man, Becca and Rick have been friends since college, he's a former NFL football star and she's an accountant. She decides that she won't make the mistake her mother did because her father left when she was young and her mom had to work to hard to make her way in life.Becca and her groom never argue, Rick and Becca argue all the time. Two hous before the wedding, she finds out there is a problem, she lets he mom know there won't be a wedding and leaves, the only place she can think to go is to the Inn she booked for their honeymoon, Rick figures out where she is and follows her there. Great story, the character of the groom was not well developed.","04 28, 2011",A1JXLTQ5VWPGGV,"chb-book addict ""book addict""",Good Short Read,1303948800
1145,B00134D6RQ,"[1, 2]",5,This is part of a series I read and I loved the whole series I also have some on Kindle.,"03 7, 2012",A3F4YACTWUZN94,"Jeri Child Razavi ""Jeri""",TYLER BRIDES,1331078400
1146,B00134D6RQ,"[0, 1]",5,"Very good author cute romantic book, great Valentine read. Wish it was longer. Will get more of her books. Enjoy","02 17, 2013",A1PUHEH53YR4K9,JJUnknown,Cute,1361059200
1147,B00134D6RQ,"[0, 0]",5,"This book is just fun.  Written in a lighthearted way, that will make you smile.  There are a few serious issues  talked about, but they  give the reader an insight about the characters reactions. This a short book and a quick read but it contains a satisfactory love story. Enjoy.","10 23, 2013",A106TYBFDCEH8K,kindle lover NJV,SURPRISE,1382486400
1148,B00134D6RQ,"[1, 1]",4,"This book reminded me of that reality tv show Dating in the Dark. I enjoyed this one. It was good, but the ending sort of ruined it a little for me. Not completely but enough.Basically, Delia is trying to get more people to support the library. It's not doing so well and the Library Appreciation day is coming up and she knows she needs something huge to get people to show. She tells everyone a surprise visitor is coming. Little do they know it's Bobo, the retired hockey player that lives in town and his act has been done over and over again. That is until Justin Archer shows up out of now where. Voted American Woman's sexist man alive. Unfortunately, before Delia could ask him for his help he leaves.Delia finds herself locked in the basement with Justin and he wants to keep their identities secret. Mainly, because he doesn't want the girl to recognize him as the sexiest man alive. What Justin doesn't know is that Delia knows exactly who he is. They talk for hours and hours and really get to know each other. Without being able to see each other.The ending was a little too gooey for me. I'm thinking there should have been some hard feelings in there somewhere. Things don't always work out the way you want them to. I'm thinking if the ending was a little more dragged out, it would have made more sense. Or at least been more believable. It was a cute fast read.","10 4, 2010",A3LHIRT4SR3F9T,"Nikki W. ""Nikki W.""",It was alright!,1286150400
1149,B0013N884S,"[0, 0]",5,Each and every one of these stories keeps you on the edge of your seat! I like series that intertwine all of the characters from the previous books so there is continuity and history to draw from. I love the strong female characters and how love conquers in the end. Lots of sizzle if you are into that sort of thing.,"03 28, 2014",A3CWYI90CBZD9G,Amazon Customer,Another must read for the vampire genre enthusiast,1395964800
1150,B0013N884S,"[1, 1]",5,"Wings in the Night Part 2 is a collection of the second set of six Maggie Shayne Twilight books -- entering the Twilight realm is really like entering another world. I become so invested in the characters that I was sorry when each book ended. The great part of about the collections, especially in e-book format, is the thrills can go on and on at the touch of a Kindle.","08 23, 2012",ALN1SG1MAELTR,"Danica St. Como ""Seduction & Suspense""",Enter another world!,1345680000
1151,B0013N884S,"[0, 0]",5,I had read all these years ago.  I recently found Wings in the Night Part 1 for a real deal and decided to download to my kindle and revisit one of my favorite series from long ago.  I got caught up again.  I then immediately upon finishing part 1 downloaded Wings in the Night Part 2 and read all of them.  I am now looking on the Wings in the Night Web Site and checking for Rhiannon's Chronicles and info on the new books coming out.  This series does not disappoint.  It matters not if you are revisiting it or if you are a first timer.  It will set the scene for the new books and/or give you a great series for your immediate enjoyment.  I highly recommend.,"05 14, 2014",AY6F4T8177PW1,Jennifer L. Louden,continued interest,1400025600
1152,B0013N884S,"[0, 0]",5,Have read a couple of these in the past. the stories flow together so well.. You meet past characters and its like bringing the family back together..Hope fully she will continue the series....some day,"03 17, 2014",A37DU46UVHGVNT,sher giambra,Maggie Shayne rocks,1395014400
1153,B0013N884S,"[0, 0]",2,"These stories were just not on a par with the original, TWILIGHT PHANTASIES, and I was so disappointed.  Now this is just my take on this.  Maggie Shayne is a good writer and these could possibly be right down your alley.  I am merely stating that I was so excited to read all of her series but the first book was the best to me.  Her vampires do not possess all the traits of other vampire characters I have read - they don't have as many skills.  Also, they think they are so wonderful they are constantly putting themselves in harms way as though they are not all that bright.  Just off somehow.","06 29, 2014",A29QE9ZPRUZCAI,S. J TURNER,NOT AS GOOD AS THE FIRST BOOK...,1404000000
1154,B0013N88EI,"[0, 0]",1,It was very fast paced with no depth. It made me dislike the hero from the beginning all the way through. He was a jack-butt to the heroine and never cared to find out facts about what he accused her of. He just thought the worst of her even though he knew her for 6 months. They were together all that time...constantly together and yet he thought she was greedy because money was new and exciting to her. I did not like it.,"05 13, 2013",AVGYENZU56KBR,Amazon Customer,hmmm,1368403200
1155,B0013N88EI,"[0, 0]",3,"I am glad I did not pay more for this.  I think the story had a decent plot but moved so fast: from getting rid of  current mistress to go back to past mistress.  I guess it covered the bases, but I felt like the story was rushed and she gave in so easily, especially after the way he had treated her. I wished the story had been longer, so that the female could show that she was stronger and could stand up to him.","12 24, 2010",AKWBRE0JKA2A1,"Amazon Customer ""Know what I like""",so much emotion in so few pages,1293148800
1156,B0013N88EI,"[8, 14]",5,"I'm used to Julia James doing really involved books, where she leads you to think that the heroine is undesirable but in the end turns out to be the most awesome kind of woman there is. And I don't like her other type of book. I really liked this little book, if it could be called a book. The very first book of hers that I read was The Greek's Million-Dollar Baby, which was of good enough quality for me to proceed to buy at least 5 more of her books within the following days, and this is easily better.","05 20, 2009",A11TAGIXNN10QJ,Caroline L,Buy it. Seriously.,1242777600
1157,B0013N88EI,"[0, 0]",4,What would you do if several years down the road you run into someone who meant the world to you and hurt you? Alanna was dumped by Leon and turned around and married his brother. She was pregnant with Leon's child at the time. This is a short story of what happens when he see's her again. It was very complete even as a novella in the telling. I have read several Julia James stories and still enjoy rereading them.,"05 7, 2014",A1FTB3KM7X78OX,DAA,The Mistress's Secret,1399420800
1158,B0013N88EI,"[5, 5]",4,"The plot for this story was pretty common for Harlequin romances.A poor shopgirl (Alanna) meets the handsome and wealthy Leon and becomes his mistress. After they've been together for 6 months, he tells her that he will never marry her. She leaves and marries his brother.Five years later, they meet by chance and she knows Leon still hates her as he blames her for his brother's death. She has been wracked by guilt as she blames herself for her his death as well. Three months later, Leon tracks her down and discovers that she has a 4 year old son. He forces her to marry him so that the child will have a father figure and grow up in the wealth of an Andreokos.In the end, the truth about what Alanna did with her inheritance and her husband's death comes out.As I said, the story is nothing new, but the pages are packed full of emotion. The problem is that there is so much emotion and so many secrets and lies to uncover that the word limit just could not do it justice. This story really needed to have been told in a full-length novel for full impact.All in all, well worth the $0.99. THis was my first book by this author and now I will look for more of her work.","04 28, 2011",A2AHK99XS1URDD,"Kindle Customer ""S Brown""",Lots of Emotion Packed Into Too Few Pages,1303948800
1159,B0013TPUX4,"[0, 0]",5,"Another great read by Maureen Smith. The Romance suspense, mystery type is really her forte. I enjoy the interesting twist between the characters and the dialogue. A good read for romance enthusiats and a little mystery all rolled in one.","09 7, 2012",AJ571UKWCC3CC,"Amazon Customer ""Carolyn""",A Risky Affair,1346976000
1160,B0013TPUX4,"[0, 0]",5,"In the final installment to the Affair Series I was riveted by the story of love, betrayal, and forgiveness between the characters. Crandall Thorne was his usual hard mouthed and manipulative self, but you also got to see the vulnerable side of him. The side that longed for the one woman he could never fully have. Dane Roarke was awesome!! I loved him. He knew what he wanted the moment he set eyes on Solange Washington, and he went for it. And even though Solange had doubts about him and him so called womanizing ways, she couldn't help but get sucked into the vortex of passion that was him. Their story was a true love story from start to finish. They showed that if you love someone you can forgive almost anything and make it work. Great story. Fantastic series!!!","07 23, 2012",A2O3W49ZUNYVFT,"Amber N. ""Reviewed by Amber Nicole, Real Read...",Forgiveness is Divine..........,1343001600
1161,B0013TPUX4,"[0, 0]",5,I was hoping for more suspense; but enjoyed the storyline. Wish I had read Guilty Affair and Legal Affair first; probably will still read both I'm a hopeless romantic.,"11 27, 2013",A1LJPGGYWO5F7Q,B. Overton,Nice Read,1385510400
1162,B0013TPUX4,"[0, 0]",5,"I did not want to put it down, this is a great read. I truly loved it. Very well written. It felt like I was a part of the whole thing, I kept on talking back and forth what I thought should happen.  It is a must read, loved it very much. Keep up with the good work Maureen.","03 13, 2014",A2OY3B8ECSGRQF,Carol,Awesome!,1394668800
1163,B0013TPUX4,"[0, 0]",5,I really loved this series. I think this was the best book in the series. I enjoyed Dane and Solange story.,"01 21, 2014",A2RQQQQKT34APZ,Chel,Loved It,1390262400
1164,B0013TPUX4,"[0, 0]",5,"This was a great love story. It shows that love has no age limit and can not be bound to money, up bringing, or other peoples beliefs on what defines love. This was good to the last page. I really hope to read move about this family in the future.","05 23, 2011",A19MNJZSO32KD4,"Chiquita L. Kelly ""The Book Crusader""",Good to the last page.,1306108800
1165,B0013TPUX4,"[0, 0]",5,"This book was great!!! This book made you laugh, cry, and laugh again. Such a heartfelt story about Dane and Solange. Definitely a must read!","03 29, 2014",A93SUDJQAMI14,kasc,A Risky Affair,1396051200
1166,B0013TPUX4,"[0, 0]",5,SOLANGE AND DANE WHAT A COUPLE; THE ROARKE MEN WHAT CAN A WOMAN SAY BUT THANK YOU. DEFINITELY READ THIS STORY.,"02 16, 2014",A1737KFKZ9LABS,"Kindle Customer ""Book Lover""",A RISKY AFFAIR,1392508800
1167,B0013TPUX4,"[0, 0]",4,"Kept my interest, she did it again had me hot&bothered. The story line interesting as well. Enjoy the drama unfold","05 14, 2013",A2AU74B72KU072,Miss.Wetta panteez,nice read,1368489600
1168,B0013TPUX4,"[0, 0]",5,Wow what great read. Characters were well written and came you guessing on the plot. Loved the ending & look forward to reading her other series.,"01 26, 2014",A1949A0PFMF8UM,Rochelle,Really good,1390694400
1169,B0013TPUX4,"[0, 0]",3,I did not enjoy this novel as much as her other books.  I do enjoy her as an author that I have read most of her books,"03 12, 2013",A2N484P77PUSPM,Sukey,Okay,1363046400
1170,B0013TPUX4,"[0, 0]",5,It was a great read and could not put the book down.. Very good Arthur great story line.  must read,"04 6, 2014",A1RX1B0CBESUF2,Vanessa,it was a great book!!,1396742400
1171,B0013TPUX4,"[0, 0]",5,I have become a fan of Maureen Smith.  Her stories are fast paced with a realistic storyline intertwined with a hot romance between the lead characters.  The fact that she has the characters recurr in other books makes you want to find out how the story continues.,"12 18, 2012",A10X0HCCMQCPF4,Yvonne,Maureen Smith books,1355788800
1172,B0013TQVPK,"[0, 0]",4,Mastery in 7 Steps by Dennis E. Bradford is chalk full of practical and understandable strategies to help you succeed in all of life's challenges. I especially like the quotes throughout to support his theories and to add value. Something everyone should read through at least once! Nicely done Dennis!,"07 25, 2013",A37LY77Q2YPJVL,Cathy Wilson,Failure Is Success If You Learn From It! Wise Words!,1374710400
1173,B0013TQVPK,"[0, 0]",4,"Life is full of challanges and obstacles that we must overcome. We must learn to master things around us as well as ourselves in order to be successful and lead a healthy fulfilled live. Author,  Dennis E. Bradford Ph.D., shows us how to do just that in 7 steps. With plenty of quotes and unbiased opinion that author presents some interesting concepts and visualizations to help you acheive all you seek in life. My only issue with the book is that there is a lot of stuff that you can tell is written by a doctor that could be offset by adding a sentance or two of laymens terms so that it is easily understood by all and not so huh? what's that supposed to mean. Overall though great read, very interesting topic and I would love to see more on this topic keeping in mind not everyone has a degree.","07 29, 2013",A10N7SXOH5GDDS,"Elizabeth Rose ""Be Yourself Everyone Else Is ...",Mastering Life And Yourself,1375056000
1174,B0013TQVPK,"[1, 1]",5,This book is packed with useful and interesting ideas. And I'll agree with the other reviewer - there is no filler content either. I enjoyed the read but to save time so others can get on to it I will share that I think the chapter on habits was my favorite. Recommended!,"07 27, 2013",A11US7VEC93CT6,Lynn Bryan,Very helpful book!,1374883200
1175,B0013TQVPK,"[1, 1]",5,"The author brings to the forefront the question of asking ourselves the question, ""Are we doing all we can to obtain a better life?"" The seven steps lays out a plan of action to take on a daily bases for self improvement. A better you, creates a better life experience. Recommend this read.","08 2, 2013",AAMV50YDS8U4N,T. Perry,Very insightful self-help book,1375401600
1176,B0013TQVPK,"[1, 1]",5,"Discovering oneself to bring about higher change can be frightening and difficult.  Bradford turns this into a fun event of realization.  Could you dare to make yourself a better person, to be a better person to yourself and to others in ways you have yet to discover.  Put these steps into action and find out what's lying beneath the layers of the onion.","08 2, 2013",AWMD8LXBYK1CX,TxMik,Discovering oneself,1375401600
1177,B00149M19E,"[0, 0]",5,"I do like m&eacute;nage books...however I much prefer when the female gets ALLLLL of the attention.  Yes, I am selfish that way.  That's my guilty pleasure when I read.  With that being said I was torn between a 4 or 5 star review.  So in fairness I went back and read the ARC again.  I was given a copy of this story in exchange for an honest review.  After my second read I decided on a 5 star review simply because this story has what it needs.  It's short, but you are introduced to the characters without feeling rushed.  You get enough background info on each so that it makes sense without any extra fluff.  There were a couple of odd sentences or typos but nothing that would make you regret the time it takes you to read this novella.","11 26, 2013",AW1SSILKYUHG1,2dammnydawgs,Always time for a quickie!,1385424000
1178,B00149M19E,"[0, 0]",5,"I love On the Edge! Meeting Brett, Leo and Lisa through the out of the box series made me want to know soo much more about these characters. If you haven't read the out of the box set, On the edge is a great introduction to what you will get a whole lot more of in the rest of the series. HOT scenes between the trio, and the different combinations of duos too. I just reread the story again, and the second time around it is still as good as the first... now seriously thinking about reading the rest of them again too :P I love the personalities, and they all play off of each other in great ways. Thanks Kallysten for continuing to keep me aroused, entertained, and eagerly awaiting what ever series instalment you have coming out next. :)","11 27, 2013",A2MZC4MYRF8WQV,Amazon Customer,Second time around and still amazing,1385510400
1179,B00149M19E,"[0, 0]",4,Another great story from Ms. Kallysten.  I will admit that I wasn't as big of a fan of Lisa as I was of the of two. I normally like really strong confident women but she was just a little too sure of her self for me.  As usual the sex in this was extremely hot and very well written. She does really well with making you connect with her characters in such a short time. I look forward to more in this series.,"12 31, 2013",A3NZ7BJGKLVPF5,"Amber Hall ""Vamped Chik""",Short and steamy,1388448000
1180,B00149M19E,"[0, 0]",5,This book was emotional with lots of great sex. The love between the couple even with ALL of their differences and to bring in another into the relationship could definitely complicate. The instant attraction and hot vampire sex.Awesome!! Definitely read if you are looking for a quick sexy read!,"01 13, 2014",A35FP2QJLQXPT7,Avidreader,On The Edge---Sexy read!,1389571200
1181,B00149M19E,"[0, 0]",4,"An intriguing start to another wonderful series by Kallysten. The author introduces a triad of characters that I am eager to see find their happily ever after. It is a delightful introduction to Lisa, Brett, and Leo.Disclosure: This ebook was provided to BBMoreB free of charge for the sole purpose of an honest review. All thoughts, comments, and ratings are my own.","12 22, 2013",A71W7G4TCTH3T,"BBMoreB ""Heather Coulter""",This Quickie was incredible!,1387670400
1182,B00149M19E,"[0, 0]",4,"This is a short story that give you an insight to the series of On The Edge .. Brett owner to a club that not only caters to Vampire but humans as well.. and his girlfriend of 11 months... And how Leo well you gotta read...There is a M/M, M/F, M/F/M scenes not graphic...I found the book to be interesting and different... Looking forward to reading the rest of the books in the series...I received to book for an honest review and with being a spoiler I found the book to be 4 stars, thanks","12 26, 2013",A37G33Z57ZPNCI,Beckey,Good Short story,1388016000
1183,B00149M19E,"[0, 0]",5,"My Thoughts - 5 out of 5 unicorns - I loved it!!!**Gifted to me by the author for an honest reviewOkay first things, this is a very adult erotic short story.  It is only about 25 pages, and it does have some very steamy sex scenes including some M/M/F.The cover is okay and shows the characters, but it doesn&#8217;t grab my attention.  You definitely don&#8217;t want to judge this book by its cover.Okay I loved this story, but if you aren&#8217;t into stories of threesomes or sex scenes then don&#8217;t read this story.  It is a quick read, but it totally had my attention.  You get glimpses into the lives of the 3 characters in this book and some background.  I&#8217;m not usually one for short stories, but Kallysten always does such a fantastic job of sucking me right into her stories.I totally recommend this book to paranormal romance lovers and to anyone who loves Kally&#8217;s work.  I can&#8217;t wait to read more of this series in the future.","12 28, 2013",A3OTGKNO0NTCKG,Casie L,Sexy Vampire Erotica Short Story & great start to a series,1388188800
1184,B00149M19E,"[0, 0]",5,"Brett, the human and Lisa, the vampire, are quite the couple.  They are the owners of &#34;On The Edge&#34; bar and they're looking for another bartender.  Along comes Leo looking for a job but before he can apply he sees Lisa and she sees him.  Old lovers who forgot why they were no longer together.  Can Lisa talk Brett into letting Leo share their bed?  Read this steamy short and find out if Brett and Lisa gain a bartender and a third in their bed.Kallysten does it again!  Fabulous steamy short stories that leave you wanting so much more.","12 27, 2013",A10WR0ZWDHWYI4,Cheryl Sanders,Hot and sexy!,1388102400
1185,B00149M19E,"[0, 0]",5,"This is a quick read and Kallysten at her best. Bret owns a nightclub and is in love with Lisa. Along comes a blast from her past Leo. The three form a reluctant, but quick relationship. This story does have a HEA, but leaves you wanting the next installment in the story. I very much enjoyed this read.  My only complaint is that I wish it was a little longer.","12 1, 2013",A1BL63YR6LJG12,"Christina A. Fender ""Stina""",On The Edge,1385856000
1186,B00149M19E,"[0, 0]",5,"My, my, my my........Good lord Kallysten you sure know how to bring a reader to the edge.  I immediately formed a perfect picture in my mind of Bret, Lisa and Leo and watching it play out before me in the written word just proved to me that as far as an erotic paranormal writer goes, you are on top.  The story maybe short but the reader will not feel short changed when finished.  I guess if there are really vampires out there, they need somewhere to go where they can let their hair hang down and not hide what they are but revel in it.  Somewhere that humans can mingle, vampires can dine and all enjoy what the other has to offer can be found On the Edge.","12 27, 2013",A1FASIQFQLLXFC,Cindy,Over the Edge,1388102400
1187,B00149M19E,"[0, 0]",5,"I enjoyed this story by Kallysten (as I have all that I've read by her).  Brett is human and the owner of On The Edge, a club that caters to both vampires and humans.  Lisa is his vampire lover and silent partner.  They have a good relationship, one that isn't the usual vampire-human one in that Lisa hasn't bitten Brett (she doesn't want to see him as food).  She is on the hunt one evening in the club and is surprised to see Leo, her old lover and fellow vampire.  She couldn't remember why they had parted 15 years ago but found it wonderful to be in Leo's arms again.  From this point on, (no I'm not going to spoil it for you), you read about how Lisa, Brett and Leo develop a relationship between themselves.  It is a hot and spicy read and I am looking forward to reading the next story, Over The Edge, that continues Brett, Lisa and Leo's story.I received an ebook from the author for the purpose of an honest review. All comments are my own and I was not compensated for this review.","12 2, 2013",A3AOZOYR0Z23X3,"ColleenMP ""busy reader""",Another hit,1385942400
1188,B00149M19E,"[0, 0]",5,"I received this eBook from the author for a honest review. This is a short book about Brett and Lisa , a human and vampire and a club that was for both and the energy it creates. I liked this book because of the chemistry between the 3 characters, Brett, Lisa and Leo. It is written so that you can believe that they all belong together. another great one from Kallysten.","12 30, 2013",A2FGDGN29NYQVU,Crystal Young,Another Great one from Kallysten,1388361600
1189,B00149M19E,"[0, 0]",4,"Rating 4 1/2 starsI received a copy of this book in exchange for an honest review. I was not compensated in any way.Brett Andrews has an apartment above his club.  And Lisa is waiting for him.  This is a great way to start off this story.  Leo is an old friend of Lisa&#8217;s that&#8217;s come to the club.  The ending will leave you wanting to read more about this trio and having more of the club experience.Kallysten feeds on her reader&#8217;s need for a sexy vampire &#8211; especially for those of us that are female.  She paints a great picture of what happens when new meets old.  There&#8217;s nothing dark or sinister about what this group has.  If you&#8217;ve never read this author before, why not try this series.  If you love sexy, erotic, vampire short stories you can&#8217;t go wrong by reading Kallysten.  She&#8217;s a great author that knows how to pack a lot in just a few pages.  She never disappoints her readers.","01 1, 2014",A26NUNV3TGM179,"ElyLibrarySec ""Romance Reader Enthusiast""",Another Great Book by Kallysten,1388534400
1190,B00149M19E,"[0, 0]",4,"The first book in the On the Edge series is a fast and erotic must read.Catering to humans and vampires at his new club, Brett Andrews thought he had it all including the beautiful vampire, Lisa.  When Lisa&#8217;s old lover shows up at the club, Brett begins to fear that he will lose her, but that&#8217;s not in Lisa or Leo&#8217;s plans at all.This short and fast smooth flowing plot is brought to life with vivid images, intense emotions, and strong compelling characters that grab the reader&#8217;s attention.  The author has created a fascinating world of vampires that captures the imagination and ensures that the reader wants to know more.  The frequent sex scenes are scorching hot with menage and anal sex and well written and sizzling with passion as well as emotion.This is an erotic serial paranormal race that is entertaining and engaging and takes place in the fascinating city of Haventown where humans tolerate vampires.  I can&#8217;t wait to read the next installment.","12 28, 2013",ASVY5XSYJ1XOE,Evampire,On the Edge Review,1388188800
1191,B00149M19E,"[0, 0]",5,I loved this story. The sex was HOT. This trio made a lovely m&eacute;nage. I look forward to more. It would be great to have the entire series in one collection.,"11 23, 2013",A2242VLDYQAH98,Faybee,Hot Trio!!!!!,1385164800
1192,B00149M19E,"[0, 0]",5,"This is a quick and short introduction into the life of Brett, and his vampire girlfriend Lisa.  Together they seem to have a near perfect life: his club is thriving with her input of ideas and cash, and he is completely besotted.  Sex is amazing and earth shattering, and being able to watch his `woman' tease and enchant patrons at the club is a massive turn on, since she comes home to him. Always.An encounter with a vampire from her past, Leo, has Brett seeing (and smelling to the vamps) a bit green.  From there this little short takes off!  Leo and Lisa share a sire, and are only days apart in age.  Since they turned, they were two sides of the same coin, together and inseparable until some unknown argument sent them in different directions.  When they reunite - the sparks flare into a three-way encounter that is steam personified... and is the beginning of an interesting relationshipI received an eBook copy from the author for purpose of honest review for the Jeep Diva. I was not compensated for this review: all conclusions are my own responsibility.","03 31, 2013",A14I311IIUMBWC,"Gaele ""We read to know, we are not alone ~ C....",18+ sparks flare into a three-way encounter that is steam personified...,1364688000
1193,B00149M19E,"[0, 0]",4,"Short and sweet. Kallysten sure likes to keep us guessing when it comes to her books. Just when she pulls you in and you want more more more, the story ends you are ready to grab the next one.This one is about Brett and Lisa, Lisa is a vampire and Brett is human. They have lived together and been together and run a nightclub together for the past 11 months. Brett love Lisa, that much is evident in this short story. But one night another vampire, one from Lisa's past shows up and has Brett guessing how Lisa really feels about him.Can't wait to grab the next installment of this one to see more of this lovely threesome.","12 23, 2013",A2KLQK4ZXC7WDB,Heather,Short and sweet.,1387756800
1194,B00149M19E,"[0, 0]",5,"Before The Edge (On The Edge)Brett Andrews had longed to own his own club and meeting Lisa, his vampire girlfriend was just the beginning of his good luck!  Lisa had shown him the building and helped him make his dream come true with her silent partnership money that made On The Edge THE place for humans and vampires to be!!  But, after they had been together for over a year, her previous lover threatened to take her away..............Lisa and Leo were sired by Nickolas but she grew tired of killing her prey and refused to obey his commands to kill, Leo and she decided to leave their Sire.  They parted ways and fifteen years later Leo returned to Haventown, then dead blood drained bodies appeared less than two blocks from On The Edge.  Who could be killing them?  The Enforcer Police that Brett was hiding evidence that Lisa was guilty!Whoa, a menage with two hot guys!  Lisa is so lucky to have two lovers in her life!  Kallyten pens an erotic story with a twist that should warm your soul and there is a BONUS story!!","12 1, 2012",AAEIK0DZ1F537,Hotcha,On The Edge,1354320000
1195,B00149M19E,"[0, 0]",5,"On the Edge will keep you on the edge of your seat as you read this hot story by Kallysten. On the Edge is a short story about a couple, where Brett is the owner of the On the Edge Club and has an apartment above the club with his silent partner Lisa.  Although the club is new in town, it is an instant success as humans and vampires gather to party together.Lisa, a vampire goes down to the club to party and feed. Leo, a vampire from her past appears and she brings him home to play with Brett and her.  Brett is surprised that he likes what the three of them do together. The next morning Leo isn't sure how Brett will feel but the surprise ending made this a perfect short story.  On the  Edge may be short but it is packed with emotion and lots of hot vampire sex.The author supplied me with a copy of this manuscript with no request for a review.  The views expressed in the review are my own.","12 29, 2013",A39N24TTLP6I48,Jane Jones,On the Edge,1388275200
1196,B00149M19E,"[0, 0]",5,"OMG!! This was so good, I couldn't put it down.  The characters are so passionate in this story.  I can't wait to read the next stories. Story full of interesting characters, lots of HOT sex!!  I highly recommend this book.","12 22, 2013",A33X222EWPT3CX,Laurig,Outstanding read!,1387670400
1197,B00149M19E,"[1, 1]",5,"Ok, so this book is relatively short, coming in around 9200 words, under 40 pages.  Right off the bat it starts with a sexy shower scene - my favorite!  I don't know what it is, but the water, the steam, the whole thing just sets me off.  Here we meet Brett and Lisa, human and vampire, respectively.  And as it turns out, they are in a relationship, eleven months so far.I felt like they were really great together.  They had a playfulness, and you could still see they cared for each other beyond that flirtation.  They respected each other for what they were, and so when Lisa went to the club downstairs to feed, Brett (and I) thought nothing of it.But here I'm going to break off from the characters for a minute to talk about On The Edge, the club.  This place is very much a character in the story, itself.  It's vampire and human friendly, a place for them to meet and mingle, and sometimes even more.  Drink blood, or ""dirty wine"", or anything else a mere mortal might enjoy.  It's a place with alcoves and overhead walkways, loud music, and great ambiance.In the club, Lisa runs into an old friend - Leo.  Right away their familiarity puts me on edge a bit.  Um, hello, what about Brett??  So when Lisa brings both of them back to the home that Brett and Lisa share, I can definitely understand - and agree with - Brett's apprehension.But that Lisa, she's a smarty.  And there comes a point in this story when I got very angry with her, I felt betrayed for Brett, and in a very bad way.  I called Lisa some very bad names.  But like I said, she's smart.  Don't underestimate that girl, and don't think her heart is in the wrong place.And Leo?  He turned out to be one of my favorites of the five I met through these two books.  I absolutely adore this man, and his lack of inhibitions. He's tall, dark, and handsome.  Sexy and mysterious.  Dangerous.  All of the above, and all things vampire.This story was m-m-f and m-f-m.  And it was so wonderful and beautiful, and unbearably hot.  I definitely recommend it, and I definitely recommend reading it first, before moving on any more in the On The Edge series.","05 19, 2013",A1A7YPC6UBZZIY,Liz @ Fictional Candy,"Sexy and Hot, and all things Wonderful!",1368921600
1198,B00149M19E,"[0, 0]",4,This is a short short story that I assume sets the scene for future stories and it does this really well. You get a good picture of the club and what it's like and who it's for. It  introduces the characters. We first meet Brett and Lisa and find out a bit about them and how they feel about one another and then Leo enters the mix. We find out Lisa and Leo have a past. The three spend the night together which manages to not just be hot but tender and loving as well. The story ends with their journey together beginning. It was well done. A good read.,"11 26, 2013",A2I58O8E2AVBZM,madpuss,On The Edge is short but hot,1385424000
1199,B00149M19E,"[0, 0]",5,"After reading the Out of the Box series I just HAD to learn what the story was with Brett, Leo and Lisa. They're appearance in those stories had piqued my interest.The club On The Edge was only 3 months old but it had been an instant success with the people of Haventown. Both human and vampire alike. It's success was so great that it's owner Brett had to hire more help. After a hard day of interviews he was ready for a quiet night at home. Instead he found himself in whole different, but much more pleasing situation.Though short I loved reading this. Number one, the whole idea of vampires and humans mingling and having fun on the dance floor and in the dark alcoves makes me shiver. It makes me want to put on my dancing shoes and a slinky dress! The second thing that made this a hit for me was how easy it was for me to slip into the story. Kallysten has a way of making a reader feel as if they're part of the story, not an outsider looking in.Kallysten's writing is smooth and extremely hot. She never fails to give her readers a fantastic tale that leaves them panting for more!","03 28, 2011",A3N7QZ5S5FQ4CN,Meggerfly,I can't get enough,1301270400
1200,B00149M19E,"[3, 3]",5,"Brett Andrews has been living with and loving Lisa for almost a year.  He adores watching her stalk prey in which to feed when she goes to their club downstairs.  Tonight is no different, except Lisa brings her prey home and Brett finds out he is a vampire as well.Lisa adores Brett, more so than any other man in a very long time.  When she sees Leo at the club, she can't help but bring him upstairs.  Lisa has a plan. She knows Brett's secret desires and has one of her own.On the Edge kept me on the edge that is for sure. Delightfully erotic, I found Brett's attraction to Leo just downright arousing.  Lisa knew what she wanted and was not afraid to reach for her dreams.  M&eacute;nages are one of my favorite types of books to read and On the Edge was just the perfect read for me. Full of sensuality, it left me satisfied.Taliareviewed for Joyfully Reviewed","05 16, 2008",A320TMDV6KCFU,MNix,On the Edge,1210896000
1201,B00149M19E,"[0, 0]",5,"I recieved this book in exchange for a honest reviewThis was a hot short quick read, things move fairly quickly and while not everything was resolved it was still a great enjoyable read, i look forward to reading the next one and see how these characters develop together. Lisa and Leo with there past, Lisa and Brett and there current relationship.","11 23, 2013",A2H6UHHHLVNDJP,nahuel,A short hot steamy read,1385164800
1202,B00149M19E,"[0, 0]",4,I liked this short story. On The Edge is a very hot and sexy read! I definitely recommend it! Happy reading!!,"12 27, 2013",A4SNUKSJQFK3Y,Nerdy86,hot,1388102400
